Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,2,17,0,2,0,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T0;X,NoError
1,2,17,1,3,0,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T0;X,NoError
2,2,17,2,2,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
3,2,17,3,4,0,50,20,1,;SB;FB;NB;A125;I500;n35;P50;B20;T0;X,NoError
4,2,17,4,2,0,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T0;X,NoError
5,2,17,5,2,0,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T0;X,NoError
6,2,17,6,4,0,50,19,0,;SB;FB;NB;A125;I500;n35;P50;B19;T0;X,NonAssignedResp
7,2,17,7,3,0,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T0;X,NoError
8,2,17,8,2,0,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T0;X,NoError
9,2,17,9,4,0,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T0;X,NoError
10,2,17,10,1,0,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T0;X,NoError
11,2,17,11,0,0,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T0;X,NoError
12,2,17,12,4,0,50,18,0,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NonAssignedResp
13,2,17,13,0,0,-50,20,1,;SB;FB;NB;A125;I500;n35;P-50;B20;T0;X,NoError
14,2,17,14,1,0,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T0;X,NoError
15,2,17,15,2,0,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T0;X,NoError
16,2,17,16,2,0,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T0;X,NoError
17,2,17,17,1,0,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NoError
18,2,17,18,0,0,-50,17,1,;SB;FB;NB;A125;I500;n35;P-50;B17;T0;X,NoError
19,2,17,19,1,0,-20,21,1,;SB;FB;NB;A125;I500;n35;P-20;B21;T0;X,NoError
20,2,17,6,4,0,50,19,0,;SB;FB;NB;A125;I500;n35;P50;B19;T0;X,NonAssignedResp
21,2,17,12,4,0,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NoError
22,2,17,6,4,0,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T0;X,NoError
