Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,2,16,0,2,0,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T0;X,NoError
1,2,16,1,2,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
2,2,16,2,3,0,20,17,1,;SB;FB;NB;A125;I500;n35;P20;B17;T0;X,NoError
3,2,16,3,0,0,-50,21,0,;SB;FB;NB;A125;I500;n35;P-50;B21;T0;X,SkipStim
4,2,16,4,4,0,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NoError
5,2,16,5,4,0,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NoError
6,2,16,6,1,0,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T0;X,NoError
7,2,16,7,2,0,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T0;X,NoError
8,2,16,8,0,0,-50,17,1,;SB;FB;NB;A125;I500;n35;P-50;B17;T0;X,NoError
9,2,16,9,4,0,50,18,0,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,SkipStim
10,2,16,10,0,0,-50,19,0,;SB;FB;NB;A125;I500;n35;P-50;B19;T0;X,SkipStim
11,2,16,11,1,0,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T0;X,NoError
12,2,16,12,1,0,-20,18,1,;SB;FB;NB;A125;I500;n35;P-20;B18;T0;X,NoError
13,2,16,13,2,0,0,19,1,;SB;FB;NB;A125;I500;n35;P0;B19;T0;X,NoError
14,2,16,14,0,0,-50,17,1,;SB;FB;NB;A125;I500;n35;P-50;B17;T0;X,NoError
15,2,16,15,3,0,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T0;X,NoError
16,2,16,16,3,0,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T0;X,NoError
17,2,16,17,1,0,-20,19,1,;SB;FB;NB;A125;I500;n35;P-20;B19;T0;X,NoError
18,2,16,18,2,0,0,21,0,;SB;FB;NB;A125;I500;n35;P0;B21;T0;X,SkipStim
19,2,16,19,4,0,50,17,1,;SB;FB;NB;A125;I500;n35;P50;B17;T0;X,NoError
20,2,16,3,0,0,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T0;X,NoError
21,2,16,9,4,0,50,18,0,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,SkipStim
22,2,16,10,0,0,-50,19,1,;SB;FB;NB;A125;I500;n35;P-50;B19;T0;X,NoError
23,2,16,18,2,0,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T0;X,NoError
24,2,16,9,4,0,50,18,1,;SB;FB;NB;A125;I500;n35;P50;B18;T0;X,NoError
