Trial,Block,Subject,Original_trial,Condition,Perturb_type,Perturb_size,Perturb_bip,Valid_trial,Message,Error
0,0,11,0,2,1,0,21,1,;SB;FB;NB;A125;I500;n35;P0;B21;T1;X,NoError
1,0,11,1,4,1,50,17,1,;SB;FB;NB;A125;I500;n35;P50;B17;T1;X,NoError
2,0,11,2,1,1,-20,20,1,;SB;FB;NB;A125;I500;n35;P-20;B20;T1;X,NoError
3,0,11,3,4,1,50,19,0,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,SkipStim
4,0,11,4,2,1,0,18,0,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,SkipStim
5,0,11,5,0,1,-50,19,1,;SB;FB;NB;A125;I500;n35;P-50;B19;T1;X,NoError
6,0,11,6,0,1,-50,20,1,;SB;FB;NB;A125;I500;n35;P-50;B20;T1;X,NoError
7,0,11,7,1,1,-20,17,1,;SB;FB;NB;A125;I500;n35;P-20;B17;T1;X,NoError
8,0,11,8,4,1,50,21,1,;SB;FB;NB;A125;I500;n35;P50;B21;T1;X,NoError
9,0,11,9,0,1,-50,21,0,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NonAssignedResp
10,0,11,10,4,1,50,20,1,;SB;FB;NB;A125;I500;n35;P50;B20;T1;X,NoError
11,0,11,11,0,1,-50,19,1,;SB;FB;NB;A125;I500;n35;P-50;B19;T1;X,NoError
12,0,11,12,3,1,20,20,1,;SB;FB;NB;A125;I500;n35;P20;B20;T1;X,NoError
13,0,11,13,2,1,0,20,1,;SB;FB;NB;A125;I500;n35;P0;B20;T1;X,NoError
14,0,11,14,4,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
15,0,11,15,0,1,-50,18,1,;SB;FB;NB;A125;I500;n35;P-50;B18;T1;X,NoError
16,0,11,16,0,1,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NoError
17,0,11,17,2,1,0,17,1,;SB;FB;NB;A125;I500;n35;P0;B17;T1;X,NoError
18,0,11,18,3,1,20,20,1,;SB;FB;NB;A125;I500;n35;P20;B20;T1;X,NoError
19,0,11,19,3,1,20,19,1,;SB;FB;NB;A125;I500;n35;P20;B19;T1;X,NoError
20,0,11,3,4,1,50,19,1,;SB;FB;NB;A125;I500;n35;P50;B19;T1;X,NoError
21,0,11,4,2,1,0,18,1,;SB;FB;NB;A125;I500;n35;P0;B18;T1;X,NoError
22,0,11,9,0,1,-50,21,1,;SB;FB;NB;A125;I500;n35;P-50;B21;T1;X,NoError
